Y,EAR,MAR
0,0.312688029,0.792396743
0,0.321939638,0.766199268
0,0.331216162,0.688449396
0,0.309246418,0.776136379
0,0.204690721,0.734188979
0,0.322248986,0.75517572
0,0.348219842,0.752566998
0,0.284539605,0.74612147
0,0.296542139,0.729974933
0,0.351581536,0.779670839
0,0.333525086,0.721520028
0,0.332820118,0.725999871
0,0.337904735,0.727095104
0,0.340539581,0.79463274
0,0.284080143,0.729653435
0,0.243687224,0.68481057
0,0.281334808,0.700763255
0,0.287496374,0.682050856
0,0.316858527,0.696779532
0,0.321745731,0.69076513
0,0.291892745,0.705934549
0,0.340772038,0.712087637
0,0.315681793,0.68507887
0,0.331095258,0.696779532
0,0.338466623,0.732760058
0,0.3231895,0.744870625
0,0.272908417,0.726234399
0,0.354946756,0.728592125
0,0.323518473,0.699346294
0,0.320648841,0.718471001
0,0.313160114,0.745177571
0,0.311932922,0.736909048
0,0.321082562,0.712025899
0,0.320249674,0.717133373
0,0.257469155,0.762310013
0,0.335541677,0.776606672
0,0.295845826,0.725143919
0,0.348775811,0.764669111
0,0.278191306,0.712883835
0,0.226299238,0.709798454
0,0.32003109,0.733268493
0,0.275292803,0.708824313
0,0.269834591,0.794693942
0,0.285809739,0.771049109
0,0.25370291,0.787816808
0,0.278265313,0.762981355
0,0.318716335,0.778761977
0,0.299381579,0.787276497
0,0.294398876,0.808425639
0,0.261331798,0.793939754
0,0.306716272,0.80103856
0,0.305526089,0.813757848
0,0.310599339,0.795181998
0,0.247617057,0.788583951
0,0.266999792,0.781815806
0,0.301308423,0.794021817
0,0.318952613,0.811061951
0,0.305753763,0.788991606
0,0.293832125,0.768273325
0,0.293307263,0.815553199
0,0.33720765,0.756062467
0,0.337615131,0.7694168
0,0.335470206,0.775842777
0,0.306974309,0.787828658
0,0.33905005,0.797833799
0,0.395067226,0.829103287
0,0.349152025,0.822275707
0,0.328411407,0.775545579
0,0.301504562,0.803087132
0,0.291638539,0.815341547
0,0.340146574,0.784254509
0,0.308062674,0.800458687
0,0.305235771,0.785320329
0,0.332820118,0.789508368
0,0.306524157,0.801060403
0,0.344075044,0.801742396
0,0.260655454,0.73272601
0,0.328283743,0.700755682
0,0.341901483,0.677480326
0,0.31348702,0.708630791
0,0.357418245,0.759392044
